shift_date,section,product,planned_units,cycle_time_seconds,shift_type,shift_start,shift_end
2022-04-19,Montage A,A,463,120,Spät,14:00,22:00
2022-04-20,Montage C,C,4,110,Nacht,22:00,06:00
2022-04-20,Vorfertigung,Alle,890,10,Spät,14:00,22:00
2022-04-20,Montage B,B,386,100,Früh,06:00,14:00
2022-04-20,Montage A,A,120,120,Spät,14:00,22:00
2022-04-21,Montage A,A,517,120,Früh,06:00,14:00
2022-04-21,Montage C,C,175,110,Spät,14:00,22:00
2022-04-21,Montage B,B,198,100,Nacht,22:00,06:00
2022-04-21,Vorfertigung,Alle,910,10,Nacht,22:00,06:00
2022-04-22,Vorfertigung,Alle,1390,10,Früh,06:00,14:00
2022-04-22,Montage A,A,464,120,Früh,06:00,14:00
2022-04-22,Montage C,C,154,110,Früh,06:00,14:00
2022-04-22,Montage B,B,292,100,Spät,14:00,22:00
2022-04-23,Vorfertigung,Alle,870,10,Spät,14:00,22:00
2022-04-23,Montage A,A,101,120,Früh,06:00,14:00
2022-04-23,Montage B,B,662,100,Nacht,22:00,06:00
2022-04-23,Montage C,C,627,110,Spät,14:00,22:00
2022-04-24,Montage B,B,391,100,Spät,14:00,22:00
2022-04-24,Montage C,C,349,110,Spät,14:00,22:00
2022-04-24,Vorfertigung,Alle,970,10,Früh,06:00,14:00
2022-04-24,Montage A,A,130,120,Früh,06:00,14:00
2022-04-25,Montage B,B,486,100,Früh,06:00,14:00
2022-04-25,Montage A,A,462,120,Früh,06:00,14:00
2022-04-25,Vorfertigung,Alle,900,10,Früh,06:00,14:00
2022-04-25,Montage C,C,22,110,Nacht,22:00,06:00
2022-04-26,Montage A,A,196,120,Nacht,22:00,06:00
2022-04-26,Vorfertigung,Alle,680,10,Früh,06:00,14:00
2022-04-26,Montage B,B,411,100,Spät,14:00,22:00
2022-04-26,Montage C,C,293,110,Früh,06:00,14:00
2022-04-27,Montage B,B,229,100,Nacht,22:00,06:00
2022-04-27,Vorfertigung,Alle,1150,10,Nacht,22:00,06:00
2022-04-27,Montage A,A,413,120,Spät,14:00,22:00
2022-04-27,Montage C,C,38,110,Nacht,22:00,06:00
2022-04-28,Vorfertigung,Alle,1070,10,Früh,06:00,14:00
2022-04-28,Montage A,A,75,120,Spät,14:00,22:00
2022-04-28,Montage C,C,27,110,Früh,06:00,14:00
2022-04-28,Montage B,B,1048,100,Früh,06:00,14:00
2022-04-29,Montage A,A,207,120,Spät,14:00,22:00
2022-04-29,Montage B,B,662,100,Früh,06:00,14:00
2022-04-29,Montage C,C,201,110,Nacht,22:00,06:00
2022-04-29,Vorfertigung,Alle,1080,10,Früh,06:00,14:00
2022-04-30,Montage A,A,249,120,Spät,14:00,22:00
2022-04-30,Montage C,C,310,110,Spät,14:00,22:00
2022-04-30,Vorfertigung,Alle,750,10,Spät,14:00,22:00
2022-04-30,Montage B,B,521,100,Früh,06:00,14:00
2022-05-01,Montage B,B,517,100,Spät,14:00,22:00
2022-05-01,Montage A,A,144,120,Spät,14:00,22:00
2022-05-01,Montage C,C,89,110,Früh,06:00,14:00
2022-05-01,Vorfertigung,Alle,1210,10,Nacht,22:00,06:00
2022-05-02,Vorfertigung,Alle,660,10,Früh,06:00,14:00
2022-05-02,Montage A,A,675,120,Spät,14:00,22:00
2022-05-02,Montage C,C,45,110,Spät,14:00,22:00
2022-05-02,Montage B,B,490,100,Früh,06:00,14:00
2022-05-03,Montage C,C,62,110,Nacht,22:00,06:00
2022-05-03,Montage B,B,357,100,Spät,14:00,22:00
2022-05-03,Montage A,A,241,120,Spät,14:00,22:00
2022-05-03,Vorfertigung,Alle,1060,10,Spät,14:00,22:00
2022-05-04,Montage B,B,921,100,Früh,06:00,14:00
2022-05-04,Montage C,C,59,110,Spät,14:00,22:00
2022-05-04,Vorfertigung,Alle,1380,10,Nacht,22:00,06:00
2022-05-04,Montage A,A,80,120,Spät,14:00,22:00
2022-05-05,Vorfertigung,Alle,750,10,Spät,14:00,22:00
2022-05-05,Montage A,A,234,120,Nacht,22:00,06:00
2022-05-05,Montage C,C,14,110,Spät,14:00,22:00
2022-05-05,Montage B,B,1132,100,Früh,06:00,14:00
2022-05-06,Montage C,C,44,110,Früh,06:00,14:00
2022-05-06,Montage B,B,116,100,Früh,06:00,14:00
2022-05-06,Vorfertigung,Alle,840,10,Nacht,22:00,06:00
2022-05-06,Montage A,A,590,120,Spät,14:00,22:00
2022-05-07,Montage C,C,412,110,Früh,06:00,14:00
2022-05-07,Montage A,A,234,120,Nacht,22:00,06:00
2022-05-07,Montage B,B,194,100,Spät,14:00,22:00
2022-05-07,Vorfertigung,Alle,970,10,Nacht,22:00,06:00
2022-05-08,Montage B,B,480,100,Früh,06:00,14:00
2022-05-08,Montage A,A,392,120,Früh,06:00,14:00
2022-05-08,Vorfertigung,Alle,860,10,Früh,06:00,14:00
2022-05-08,Montage C,C,98,110,Nacht,22:00,06:00
2022-05-09,Vorfertigung,Alle,650,10,Nacht,22:00,06:00
2022-05-09,Montage C,C,438,110,Früh,06:00,14:00
2022-05-09,Montage A,A,52,120,Nacht,22:00,06:00
2022-05-09,Montage B,B,370,100,Früh,06:00,14:00
2022-05-10,Montage A,A,536,120,Früh,06:00,14:00
2022-05-10,Montage C,C,53,110,Spät,14:00,22:00
2022-05-10,Montage B,B,61,100,Nacht,22:00,06:00
2022-05-10,Vorfertigung,Alle,980,10,Früh,06:00,14:00
2022-05-11,Montage B,B,89,100,Früh,06:00,14:00
2022-05-11,Vorfertigung,Alle,760,10,Nacht,22:00,06:00
2022-05-11,Montage A,A,320,120,Spät,14:00,22:00
2022-05-11,Montage C,C,571,110,Spät,14:00,22:00
2022-05-12,Vorfertigung,Alle,1070,10,Früh,06:00,14:00
2022-05-12,Montage B,B,109,100,Nacht,22:00,06:00
2022-05-12,Montage A,A,381,120,Spät,14:00,22:00
2022-05-12,Montage C,C,270,110,Nacht,22:00,06:00
2022-05-13,Vorfertigung,Alle,790,10,Nacht,22:00,06:00
2022-05-13,Montage A,A,392,120,Früh,06:00,14:00
2022-05-13,Montage B,B,30,100,Spät,14:00,22:00
2022-05-13,Montage C,C,648,110,Früh,06:00,14:00
2022-05-14,Montage B,B,487,100,Spät,14:00,22:00
2022-05-14,Montage C,C,107,110,Spät,14:00,22:00
2022-05-14,Vorfertigung,Alle,1290,10,Spät,14:00,22:00
2022-05-14,Montage A,A,196,120,Spät,14:00,22:00
2022-05-15,Montage B,B,230,100,Spät,14:00,22:00
2022-05-15,Vorfertigung,Alle,830,10,Nacht,22:00,06:00
2022-05-15,Montage C,C,5,110,Früh,06:00,14:00
2022-05-15,Montage A,A,1055,120,Nacht,22:00,06:00
2022-05-16,Montage A,A,690,120,Spät,14:00,22:00
2022-05-16,Montage B,B,28,100,Früh,06:00,14:00
2022-05-16,Montage C,C,112,110,Spät,14:00,22:00
2022-05-16,Vorfertigung,Alle,920,10,Früh,06:00,14:00
2022-05-17,Montage A,A,402,120,Nacht,22:00,06:00
2022-05-17,Vorfertigung,Alle,1150,10,Früh,06:00,14:00
2022-05-17,Montage C,C,114,110,Früh,06:00,14:00
2022-05-17,Montage B,B,404,100,Früh,06:00,14:00
2022-05-18,Montage A,A,592,120,Früh,06:00,14:00
2022-05-18,Montage C,C,206,110,Früh,06:00,14:00
2022-05-18,Vorfertigung,Alle,750,10,Spät,14:00,22:00
2022-05-18,Montage B,B,352,100,Früh,06:00,14:00
2022-05-19,Vorfertigung,Alle,1040,10,Früh,06:00,14:00
2022-05-19,Montage C,C,360,110,Nacht,22:00,06:00
2022-05-19,Montage A,A,102,120,Früh,06:00,14:00
2022-05-19,Montage B,B,288,100,Nacht,22:00,06:00
2022-05-20,Montage A,A,506,120,Spät,14:00,22:00
2022-05-20,Vorfertigung,Alle,1260,10,Früh,06:00,14:00
2022-05-20,Montage C,C,31,110,Nacht,22:00,06:00
2022-05-20,Montage B,B,503,100,Nacht,22:00,06:00
2022-05-21,Vorfertigung,Alle,680,10,Spät,14:00,22:00
2022-05-21,Montage C,C,653,110,Früh,06:00,14:00
2022-05-21,Montage B,B,49,100,Früh,06:00,14:00
2022-05-21,Montage A,A,558,120,Nacht,22:00,06:00
2022-05-22,Montage B,B,464,100,Früh,06:00,14:00
2022-05-22,Montage A,A,124,120,Nacht,22:00,06:00
2022-05-22,Montage C,C,92,110,Früh,06:00,14:00
2022-05-22,Vorfertigung,Alle,1050,10,Nacht,22:00,06:00
2022-05-23,Montage C,C,879,110,Früh,06:00,14:00
2022-05-23,Vorfertigung,Alle,1060,10,Spät,14:00,22:00
2022-05-23,Montage B,B,95,100,Früh,06:00,14:00
2022-05-23,Montage A,A,76,120,Früh,06:00,14:00
2022-05-24,Montage B,B,98,100,Spät,14:00,22:00
2022-05-24,Montage A,A,882,120,Früh,06:00,14:00
2022-05-24,Montage C,C,80,110,Spät,14:00,22:00
2022-05-24,Vorfertigung,Alle,1170,10,Früh,06:00,14:00
2022-05-25,Montage A,A,470,120,Nacht,22:00,06:00
2022-05-25,Montage C,C,671,110,Nacht,22:00,06:00
2022-05-25,Montage B,B,29,100,Früh,06:00,14:00
2022-05-25,Vorfertigung,Alle,770,10,Früh,06:00,14:00
2022-05-26,Montage C,C,49,110,Früh,06:00,14:00
2022-05-26,Vorfertigung,Alle,760,10,Nacht,22:00,06:00
2022-05-26,Montage B,B,47,100,Früh,06:00,14:00
2022-05-26,Montage A,A,674,120,Nacht,22:00,06:00
2022-05-27,Montage C,C,67,110,Spät,14:00,22:00
2022-05-27,Vorfertigung,Alle,1130,10,Nacht,22:00,06:00
2022-05-27,Montage B,B,68,100,Nacht,22:00,06:00
2022-05-27,Montage A,A,625,120,Spät,14:00,22:00
2022-05-28,Montage C,C,543,110,Nacht,22:00,06:00
2022-05-28,Vorfertigung,Alle,1090,10,Früh,06:00,14:00
2022-05-28,Montage B,B,374,100,Früh,06:00,14:00
2022-05-28,Montage A,A,213,120,Nacht,22:00,06:00
2022-05-29,Montage A,A,778,120,Früh,06:00,14:00
2022-05-29,Montage C,C,49,110,Nacht,22:00,06:00
2022-05-29,Montage B,B,263,100,Früh,06:00,14:00
2022-05-29,Vorfertigung,Alle,1080,10,Früh,06:00,14:00
2022-05-30,Montage A,A,564,120,Nacht,22:00,06:00
2022-05-30,Montage C,C,208,110,Früh,06:00,14:00
2022-05-30,Vorfertigung,Alle,1110,10,Nacht,22:00,06:00
2022-05-30,Montage B,B,308,100,Früh,06:00,14:00
2022-05-31,Montage A,A,831,120,Früh,06:00,14:00
2022-05-31,Montage C,C,238,110,Spät,14:00,22:00
2022-05-31,Vorfertigung,Alle,910,10,Spät,14:00,22:00
2022-05-31,Montage B,B,41,100,Nacht,22:00,06:00
2022-06-01,Montage C,C,75,110,Spät,14:00,22:00
2022-06-01,Vorfertigung,Alle,1090,10,Nacht,22:00,06:00
2022-06-01,Montage A,A,15,120,Spät,14:00,22:00
2022-06-01,Montage B,B,820,100,Früh,06:00,14:00
2022-06-02,Montage C,C,879,110,Nacht,22:00,06:00
2022-06-02,Montage A,A,106,120,Nacht,22:00,06:00
2022-06-02,Vorfertigung,Alle,1110,10,Früh,06:00,14:00
2022-06-02,Montage B,B,105,100,Nacht,22:00,06:00
2022-06-03,Vorfertigung,Alle,910,10,Nacht,22:00,06:00
2022-06-03,Montage A,A,276,120,Spät,14:00,22:00
2022-06-03,Montage C,C,658,110,Nacht,22:00,06:00
2022-06-03,Montage B,B,176,100,Früh,06:00,14:00
2022-06-04,Vorfertigung,Alle,1430,10,Spät,14:00,22:00
2022-06-04,Montage B,B,108,100,Spät,14:00,22:00
2022-06-04,Montage C,C,651,110,Früh,06:00,14:00
2022-06-04,Montage A,A,151,120,Früh,06:00,14:00
2022-06-05,Vorfertigung,Alle,1150,10,Spät,14:00,22:00
2022-06-05,Montage C,C,5,110,Nacht,22:00,06:00
2022-06-05,Montage B,B,1324,100,Spät,14:00,22:00
2022-06-05,Montage A,A,101,120,Früh,06:00,14:00
2022-06-06,Vorfertigung,Alle,820,10,Spät,14:00,22:00
2022-06-06,Montage B,B,9,100,Früh,06:00,14:00
2022-06-06,Montage A,A,699,120,Spät,14:00,22:00
2022-06-06,Montage C,C,442,110,Nacht,22:00,06:00
2022-06-07,Montage A,A,106,120,Spät,14:00,22:00
2022-06-07,Montage C,C,11,110,Spät,14:00,22:00
2022-06-07,Montage B,B,703,100,Früh,06:00,14:00
2022-06-07,Vorfertigung,Alle,1200,10,Früh,06:00,14:00
2022-06-08,Montage B,B,831,100,Früh,06:00,14:00
2022-06-08,Montage C,C,177,110,Spät,14:00,22:00
2022-06-08,Vorfertigung,Alle,880,10,Nacht,22:00,06:00
2022-06-08,Montage A,A,192,120,Früh,06:00,14:00
2022-06-09,Montage A,A,314,120,Früh,06:00,14:00
2022-06-09,Vorfertigung,Alle,1230,10,Spät,14:00,22:00
2022-06-09,Montage B,B,375,100,Früh,06:00,14:00
2022-06-09,Montage C,C,191,110,Nacht,22:00,06:00
2022-06-10,Vorfertigung,Alle,1310,10,Nacht,22:00,06:00
2022-06-10,Montage B,B,258,100,Früh,06:00,14:00
2022-06-10,Montage A,A,291,120,Früh,06:00,14:00
2022-06-10,Montage C,C,681,110,Spät,14:00,22:00
2022-06-11,Montage B,B,128,100,Nacht,22:00,06:00
2022-06-11,Montage A,A,18,120,Nacht,22:00,06:00
2022-06-11,Montage C,C,1164,110,Früh,06:00,14:00
2022-06-11,Vorfertigung,Alle,920,10,Spät,14:00,22:00
2022-06-12,Montage C,C,235,110,Nacht,22:00,06:00
2022-06-12,Montage B,B,148,100,Nacht,22:00,06:00
2022-06-12,Montage A,A,537,120,Spät,14:00,22:00
2022-06-12,Vorfertigung,Alle,1280,10,Spät,14:00,22:00
2022-06-13,Montage C,C,690,110,Nacht,22:00,06:00
2022-06-13,Montage B,B,231,100,Nacht,22:00,06:00
2022-06-13,Montage A,A,359,120,Spät,14:00,22:00
2022-06-13,Vorfertigung,Alle,1170,10,Nacht,22:00,06:00
2022-06-14,Montage B,B,736,100,Früh,06:00,14:00
2022-06-14,Vorfertigung,Alle,1260,10,Früh,06:00,14:00
2022-06-14,Montage A,A,366,120,Spät,14:00,22:00
2022-06-14,Montage C,C,68,110,Spät,14:00,22:00
2022-06-15,Vorfertigung,Alle,1470,10,Spät,14:00,22:00
2022-06-15,Montage C,C,165,110,Früh,06:00,14:00
2022-06-15,Montage B,B,590,100,Nacht,22:00,06:00
2022-06-15,Montage A,A,505,120,Früh,06:00,14:00
2022-06-16,Montage C,C,876,110,Nacht,22:00,06:00
2022-06-16,Montage B,B,193,100,Früh,06:00,14:00
2022-06-16,Vorfertigung,Alle,1050,10,Nacht,22:00,06:00
2022-06-16,Montage A,A,401,120,Früh,06:00,14:00
2022-06-17,Montage A,A,323,120,Spät,14:00,22:00
2022-06-17,Montage C,C,677,110,Früh,06:00,14:00
2022-06-17,Montage B,B,50,100,Nacht,22:00,06:00
2022-06-17,Vorfertigung,Alle,950,10,Früh,06:00,14:00
2022-06-18,Vorfertigung,Alle,930,10,Früh,06:00,14:00
2022-06-18,Montage A,A,273,120,Früh,06:00,14:00
2022-06-18,Montage C,C,204,110,Spät,14:00,22:00
2022-06-18,Montage B,B,473,100,Früh,06:00,14:00
2022-06-19,Vorfertigung,Alle,950,10,Spät,14:00,22:00
2022-06-19,Montage A,A,211,120,Spät,14:00,22:00
2022-06-19,Montage B,B,120,100,Früh,06:00,14:00
2022-06-19,Montage C,C,599,110,Früh,06:00,14:00
2022-06-20,Montage C,C,12,110,Früh,06:00,14:00
2022-06-20,Montage A,A,917,120,Nacht,22:00,06:00
2022-06-20,Vorfertigung,Alle,1100,10,Früh,06:00,14:00
2022-06-20,Montage B,B,21,100,Spät,14:00,22:00
2022-06-21,Montage C,C,739,110,Früh,06:00,14:00
2022-06-21,Montage A,A,79,120,Nacht,22:00,06:00
2022-06-21,Montage B,B,282,100,Früh,06:00,14:00
2022-06-21,Vorfertigung,Alle,1190,10,Nacht,22:00,06:00
2022-06-22,Montage C,C,369,110,Nacht,22:00,06:00
2022-06-22,Montage A,A,126,120,Früh,06:00,14:00
2022-06-22,Montage B,B,695,100,Spät,14:00,22:00
2022-06-22,Vorfertigung,Alle,1180,10,Nacht,22:00,06:00
2022-06-23,Montage C,C,300,110,Früh,06:00,14:00
2022-06-23,Montage A,A,576,120,Früh,06:00,14:00
2022-06-23,Vorfertigung,Alle,1290,10,Spät,14:00,22:00
2022-06-23,Montage B,B,304,100,Nacht,22:00,06:00
2022-06-24,Montage B,B,465,100,Nacht,22:00,06:00
2022-06-24,Montage C,C,277,110,Früh,06:00,14:00
2022-06-24,Vorfertigung,Alle,1130,10,Früh,06:00,14:00
2022-06-24,Montage A,A,548,120,Spät,14:00,22:00
2022-06-25,Montage B,B,605,100,Spät,14:00,22:00
2022-06-25,Montage C,C,507,110,Nacht,22:00,06:00
2022-06-25,Vorfertigung,Alle,1420,10,Nacht,22:00,06:00
2022-06-25,Montage A,A,18,120,Früh,06:00,14:00
2022-06-26,Montage B,B,551,100,Nacht,22:00,06:00
2022-06-26,Montage A,A,791,120,Spät,14:00,22:00
2022-06-26,Vorfertigung,Alle,1080,10,Spät,14:00,22:00
2022-06-26,Montage C,C,78,110,Früh,06:00,14:00
2022-06-27,Montage A,A,253,120,Spät,14:00,22:00
2022-06-27,Vorfertigung,Alle,1680,10,Spät,14:00,22:00
2022-06-27,Montage B,B,500,100,Spät,14:00,22:00
2022-06-27,Montage C,C,327,110,Spät,14:00,22:00
2022-06-28,Vorfertigung,Alle,1270,10,Früh,06:00,14:00
2022-06-28,Montage C,C,227,110,Früh,06:00,14:00
2022-06-28,Montage A,A,468,120,Nacht,22:00,06:00
2022-06-28,Montage B,B,985,100,Spät,14:00,22:00
2022-06-29,Montage A,A,916,120,Nacht,22:00,06:00
2022-06-29,Montage B,B,277,100,Früh,06:00,14:00
2022-06-29,Montage C,C,77,110,Früh,06:00,14:00
2022-06-29,Vorfertigung,Alle,970,10,Früh,06:00,14:00
2022-06-30,Montage A,A,428,120,Früh,06:00,14:00
2022-06-30,Montage B,B,371,100,Früh,06:00,14:00
2022-06-30,Vorfertigung,Alle,930,10,Früh,06:00,14:00
2022-06-30,Montage C,C,171,110,Früh,06:00,14:00
2022-07-01,Montage A,A,57,120,Spät,14:00,22:00
2022-07-01,Montage C,C,347,110,Nacht,22:00,06:00
2022-07-01,Montage B,B,526,100,Früh,06:00,14:00
2022-07-01,Vorfertigung,Alle,1250,10,Spät,14:00,22:00
2022-07-02,Montage B,B,222,100,Spät,14:00,22:00
2022-07-02,Montage A,A,449,120,Nacht,22:00,06:00
2022-07-02,Vorfertigung,Alle,1110,10,Früh,06:00,14:00
2022-07-02,Montage C,C,579,110,Nacht,22:00,06:00
2022-07-03,Vorfertigung,Alle,1300,10,Früh,06:00,14:00
2022-07-03,Montage A,A,239,120,Spät,14:00,22:00
2022-07-03,Montage B,B,246,100,Spät,14:00,22:00
2022-07-03,Montage C,C,625,110,Spät,14:00,22:00
2022-07-04,Montage B,B,271,100,Spät,14:00,22:00
2022-07-04,Vorfertigung,Alle,1260,10,Nacht,22:00,06:00
2022-07-04,Montage A,A,974,120,Früh,06:00,14:00
2022-07-04,Montage C,C,55,110,Früh,06:00,14:00
2022-07-05,Montage B,B,340,100,Nacht,22:00,06:00
2022-07-05,Montage C,C,427,110,Früh,06:00,14:00
2022-07-05,Vorfertigung,Alle,1150,10,Spät,14:00,22:00
2022-07-05,Montage A,A,493,120,Früh,06:00,14:00
2022-07-06,Montage C,C,42,110,Spät,14:00,22:00
2022-07-06,Vorfertigung,Alle,1000,10,Nacht,22:00,06:00
2022-07-06,Montage B,B,421,100,Früh,06:00,14:00
2022-07-06,Montage A,A,687,120,Nacht,22:00,06:00
2022-07-07,Vorfertigung,Alle,870,10,Früh,06:00,14:00
2022-07-07,Montage C,C,273,110,Spät,14:00,22:00
2022-07-07,Montage A,A,238,120,Nacht,22:00,06:00
2022-07-07,Montage B,B,489,100,Früh,06:00,14:00
2022-07-08,Montage A,A,150,120,Spät,14:00,22:00
2022-07-08,Vorfertigung,Alle,1090,10,Nacht,22:00,06:00
2022-07-08,Montage C,C,111,110,Nacht,22:00,06:00
2022-07-08,Montage B,B,609,100,Früh,06:00,14:00
2022-07-09,Montage C,C,200,110,Früh,06:00,14:00
2022-07-09,Montage B,B,605,100,Früh,06:00,14:00
2022-07-09,Montage A,A,285,120,Spät,14:00,22:00
2022-07-09,Vorfertigung,Alle,1350,10,Früh,06:00,14:00
2022-07-10,Montage C,C,678,110,Nacht,22:00,06:00
2022-07-10,Montage B,B,451,100,Nacht,22:00,06:00
2022-07-10,Montage A,A,221,120,Früh,06:00,14:00
2022-07-10,Vorfertigung,Alle,1230,10,Früh,06:00,14:00
2022-07-11,Montage C,C,242,110,Nacht,22:00,06:00
2022-07-11,Montage B,B,932,100,Spät,14:00,22:00
2022-07-11,Montage A,A,56,120,Früh,06:00,14:00
2022-07-11,Vorfertigung,Alle,940,10,Früh,06:00,14:00
2022-07-12,Vorfertigung,Alle,1230,10,Nacht,22:00,06:00
2022-07-12,Montage C,C,762,110,Früh,06:00,14:00
2022-07-12,Montage B,B,120,100,Spät,14:00,22:00
2022-07-12,Montage A,A,58,120,Nacht,22:00,06:00
2022-07-13,Montage B,B,236,100,Früh,06:00,14:00
2022-07-13,Montage A,A,401,120,Nacht,22:00,06:00
2022-07-13,Vorfertigung,Alle,1270,10,Früh,06:00,14:00
2022-07-13,Montage C,C,593,110,Früh,06:00,14:00
2022-07-14,Montage B,B,204,100,Früh,06:00,14:00
2022-07-14,Montage A,A,709,120,Spät,14:00,22:00
2022-07-14,Montage C,C,357,110,Spät,14:00,22:00
2022-07-14,Vorfertigung,Alle,1020,10,Nacht,22:00,06:00
2022-07-15,Montage A,A,310,120,Früh,06:00,14:00
2022-07-15,Montage B,B,372,100,Früh,06:00,14:00
2022-07-15,Montage C,C,338,110,Spät,14:00,22:00
2022-07-15,Vorfertigung,Alle,1230,10,Früh,06:00,14:00
2022-07-16,Vorfertigung,Alle,1220,10,Spät,14:00,22:00
2022-07-16,Montage A,A,764,120,Früh,06:00,14:00
2022-07-16,Montage B,B,150,100,Nacht,22:00,06:00
2022-07-16,Montage C,C,316,110,Früh,06:00,14:00
2022-07-17,Montage C,C,335,110,Früh,06:00,14:00
2022-07-17,Montage A,A,690,120,Spät,14:00,22:00
2022-07-17,Vorfertigung,Alle,980,10,Früh,06:00,14:00
2022-07-17,Montage B,B,195,100,Früh,06:00,14:00
2022-07-18,Montage B,B,471,100,Spät,14:00,22:00
2022-07-18,Vorfertigung,Alle,1290,10,Nacht,22:00,06:00
2022-07-18,Montage A,A,417,120,Nacht,22:00,06:00
2022-07-18,Montage C,C,92,110,Spät,14:00,22:00
2022-07-19,Vorfertigung,Alle,1330,10,Spät,14:00,22:00
2022-07-19,Montage B,B,596,100,Spät,14:00,22:00
2022-07-19,Montage A,A,338,120,Spät,14:00,22:00
2022-07-19,Montage C,C,356,110,Spät,14:00,22:00
2022-07-20,Montage B,B,204,100,Nacht,22:00,06:00
2022-07-20,Vorfertigung,Alle,1440,10,Nacht,22:00,06:00
2022-07-20,Montage C,C,979,110,Spät,14:00,22:00
2022-07-20,Montage A,A,147,120,Früh,06:00,14:00
2022-07-21,Montage C,C,728,110,Spät,14:00,22:00
2022-07-21,Montage B,B,471,100,Früh,06:00,14:00
2022-07-21,Vorfertigung,Alle,1440,10,Spät,14:00,22:00
2022-07-21,Montage A,A,241,120,Spät,14:00,22:00
2022-07-22,Vorfertigung,Alle,950,10,Nacht,22:00,06:00
2022-07-22,Montage B,B,20,100,Früh,06:00,14:00
2022-07-22,Montage C,C,821,110,Früh,06:00,14:00
2022-07-22,Montage A,A,599,120,Nacht,22:00,06:00
2022-07-23,Vorfertigung,Alle,1040,10,Nacht,22:00,06:00
2022-07-23,Montage A,A,299,120,Nacht,22:00,06:00
2022-07-23,Montage B,B,26,100,Nacht,22:00,06:00
2022-07-23,Montage C,C,625,110,Früh,06:00,14:00
2022-07-24,Montage B,B,22,100,Früh,06:00,14:00
2022-07-24,Vorfertigung,Alle,1340,10,Spät,14:00,22:00
2022-07-24,Montage C,C,115,110,Spät,14:00,22:00
2022-07-24,Montage A,A,903,120,Nacht,22:00,06:00
2022-07-25,Montage C,C,85,110,Nacht,22:00,06:00
2022-07-25,Vorfertigung,Alle,1340,10,Nacht,22:00,06:00
2022-07-25,Montage B,B,573,100,Spät,14:00,22:00
2022-07-25,Montage A,A,682,120,Spät,14:00,22:00
2022-07-26,Montage C,C,653,110,Spät,14:00,22:00
2022-07-26,Montage A,A,231,120,Spät,14:00,22:00
2022-07-26,Montage B,B,456,100,Spät,14:00,22:00
2022-07-26,Vorfertigung,Alle,1350,10,Spät,14:00,22:00
2022-07-27,Vorfertigung,Alle,2020,10,Spät,14:00,22:00
2022-07-27,Montage C,C,410,110,Nacht,22:00,06:00
2022-07-27,Montage A,A,636,120,Nacht,22:00,06:00
2022-07-27,Montage B,B,304,100,Nacht,22:00,06:00
2022-07-28,Montage B,B,44,100,Nacht,22:00,06:00
2022-07-28,Montage C,C,345,110,Spät,14:00,22:00
2022-07-28,Montage A,A,1631,120,Früh,06:00,14:00
2022-07-28,Vorfertigung,Alle,1360,10,Spät,14:00,22:00
2022-07-29,Montage B,B,727,100,Früh,06:00,14:00
2022-07-29,Vorfertigung,Alle,1480,10,Nacht,22:00,06:00
2022-07-29,Montage C,C,231,110,Spät,14:00,22:00
2022-07-29,Montage A,A,402,120,Nacht,22:00,06:00
2022-07-30,Montage A,A,767,120,Spät,14:00,22:00
2022-07-30,Vorfertigung,Alle,1450,10,Nacht,22:00,06:00
2022-07-30,Montage C,C,599,110,Früh,06:00,14:00
2022-07-30,Montage B,B,114,100,Früh,06:00,14:00
2022-07-31,Vorfertigung,Alle,1390,10,Früh,06:00,14:00
2022-07-31,Montage A,A,816,120,Spät,14:00,22:00
2022-07-31,Montage C,C,336,110,Früh,06:00,14:00
2022-07-31,Montage B,B,298,100,Spät,14:00,22:00
2022-08-01,Montage A,A,746,120,Früh,06:00,14:00
2022-08-01,Vorfertigung,Alle,1200,10,Früh,06:00,14:00
2022-08-01,Montage C,C,612,110,Spät,14:00,22:00
2022-08-01,Montage B,B,32,100,Spät,14:00,22:00
2022-08-02,Montage A,A,374,120,Früh,06:00,14:00
2022-08-02,Montage C,C,201,110,Spät,14:00,22:00
2022-08-02,Montage B,B,625,100,Früh,06:00,14:00
2022-08-02,Vorfertigung,Alle,1420,10,Spät,14:00,22:00
2022-08-03,Montage A,A,739,120,Nacht,22:00,06:00
2022-08-03,Montage C,C,380,110,Nacht,22:00,06:00
2022-08-03,Vorfertigung,Alle,1120,10,Nacht,22:00,06:00
2022-08-03,Montage B,B,301,100,Nacht,22:00,06:00
2022-08-04,Montage A,A,745,120,Nacht,22:00,06:00
2022-08-04,Montage B,B,331,100,Früh,06:00,14:00
2022-08-04,Montage C,C,44,110,Nacht,22:00,06:00
2022-08-04,Vorfertigung,Alle,1230,10,Nacht,22:00,06:00
2022-08-05,Montage B,B,360,100,Nacht,22:00,06:00
2022-08-05,Montage C,C,557,110,Nacht,22:00,06:00
2022-08-05,Montage A,A,313,120,Spät,14:00,22:00
2022-08-05,Vorfertigung,Alle,1180,10,Früh,06:00,14:00
2022-08-06,Montage C,C,380,110,Nacht,22:00,06:00
2022-08-06,Vorfertigung,Alle,1300,10,Nacht,22:00,06:00
2022-08-06,Montage A,A,644,120,Nacht,22:00,06:00
2022-08-06,Montage B,B,156,100,Früh,06:00,14:00
2022-08-07,Montage B,B,578,100,Spät,14:00,22:00
2022-08-07,Montage C,C,471,110,Früh,06:00,14:00
2022-08-07,Vorfertigung,Alle,1750,10,Spät,14:00,22:00
